Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Fred VanVleet,HOU,LAC,W,34.1,6,18,0.333,2,7,0.286,1,2,0.5,0,5,5,5,2,2,2,0,15,10.8,11/13/24
Nickeil Alexander-Walker,MIN,POR,L,31.97,5,11,0.455,3,7,0.429,0,0,0,1,4,5,3,3,1,4,1,13,10.6,11/13/24
Austin Reaves,LAL,MEM,W,35.88,5,14,0.357,3,11,0.273,5,7,0.714,0,2,2,6,1,0,3,4,18,10.6,11/13/24
Devin Vassell,SAS,WAS,W,24.67,5,14,0.357,1,8,0.125,6,6,1,0,2,2,3,1,1,3,0,17,10.6,11/13/24
Tyus Jones,PHO,SAC,L,31.35,3,11,0.273,2,9,0.222,2,2,1,2,0,2,8,0,0,0,0,10,10.5,11/13/24
Luguentz Dort,OKC,NOP,W,32.15,3,6,0.5,3,5,0.6,2,4,0.5,0,3,3,1,2,1,0,3,11,10.3,11/13/24
Jake LaRavia,MEM,LAL,L,20.27,3,4,0.75,1,1,1,3,4,0.75,1,2,3,4,0,0,1,2,10,10.3,11/13/24
Shake Milton,BRK,BOS,L,24.48,3,5,0.6,2,3,0.667,0,0,0,0,0,0,8,0,0,1,0,8,10.3,11/13/24
Toumani Camara,POR,MIN,W,35.4,5,9,0.556,1,3,0.333,0,0,0,2,6,8,1,3,0,3,1,11,10.2,11/13/24
Sam Hauser,BOS,BRK,W,25.62,4,10,0.4,4,10,0.4,0,0,0,1,5,6,1,0,1,0,0,12,10.2,11/13/24
Evan Mobley,CLE,PHI,W,34.2,4,8,0.5,0,0,0,6,6,1,2,5,7,1,1,0,4,1,14,10.2,11/13/24
Jalen Green,HOU,LAC,W,36.38,7,21,0.333,5,14,0.357,2,3,0.667,1,6,7,5,0,0,3,4,21,10.1,11/13/24
Derrick Jones,LAC,HOU,L,22.33,4,6,0.667,2,2,1,1,1,1,1,1,2,1,1,0,1,0,11,10.1,11/13/24
Jamal Cain,NOP,OKC,L,18.98,4,5,0.8,2,3,0.667,1,1,1,1,3,4,1,0,0,1,1,11,10,11/13/24
Jordan McLaughlin,SAC,PHO,W,14.82,4,6,0.667,1,2,0.5,2,2,1,0,1,1,1,1,0,0,1,11,10,11/13/24
Luke Kornet,BOS,BRK,W,26.72,4,5,0.8,0,0,0,0,0,0,1,2,3,3,0,1,0,1,8,9.8,11/13/24
Blake Wesley,SAS,WAS,W,12.57,5,5,1,0,0,0,0,0,0,0,1,1,2,1,0,1,1,10,9.8,11/13/24
OG Anunoby,NYK,CHI,L,35.63,5,14,0.357,2,7,0.286,2,2,1,2,7,9,2,0,2,2,2,14,9.7,11/13/24
Zach Edey,MEM,LAL,L,25.53,3,8,0.375,0,0,0,6,6,1,4,4,8,1,1,1,2,6,12,9.6,11/13/24
Jock Landale,HOU,LAC,W,17.1,2,2,1,0,0,0,0,0,0,1,3,4,4,1,2,0,2,4,9.4,11/13/24
Monte Morris,PHO,SAC,L,13.02,4,6,0.667,2,3,0.667,0,0,0,0,0,0,1,1,0,0,1,10,8.7,11/13/24
Zach Collins,SAS,WAS,W,15.55,2,5,0.4,1,2,0.5,0,0,0,2,5,7,6,0,0,0,2,5,8.6,11/13/24
Tobias Harris,DET,MIL,L,44.2,4,15,0.267,2,5,0.4,0,0,0,0,8,8,5,1,2,0,2,10,8.6,11/13/24
Jalen Duren,DET,MIL,L,36.05,3,4,0.75,0,0,0,3,4,0.75,4,5,9,6,0,0,5,5,9,8.5,11/13/24
Ron Holland,DET,MIL,L,28.58,5,10,0.5,0,2,0,1,3,0.333,0,4,4,2,1,0,0,1,11,8.4,11/13/24
Stephon Castle,SAS,WAS,W,27.2,3,6,0.5,1,3,0.333,3,4,0.75,0,1,1,5,0,1,2,2,10,8.3,11/13/24
Josh Hart,NYK,CHI,L,33.7,3,6,0.5,0,0,0,0,0,0,4,4,8,6,0,0,2,3,6,8,11/13/24
Ajay Mitchell,OKC,NOP,W,25.85,2,4,0.5,0,0,0,2,2,1,0,2,2,3,2,0,0,2,6,7.9,11/13/24
Bilal Coulibaly,WAS,SAS,L,37.93,2,5,0.4,0,0,0,2,4,0.5,1,7,8,3,0,1,0,1,6,7.7,11/13/24
Keldon Johnson,SAS,WAS,W,22.62,3,7,0.429,1,2,0.5,1,4,0.25,3,3,6,3,0,1,0,3,8,7.7,11/13/24
Isaiah Stewart,DET,MIL,L,14.33,4,6,0.667,1,1,1,0,0,0,1,2,3,0,0,1,0,2,9,7.6,11/13/24
Keon Johnson,BRK,BOS,L,23.27,4,10,0.4,4,8,0.5,0,0,0,1,4,5,0,0,2,2,1,12,7.5,11/13/24
Kentavious Caldwell-Pope,ORL,IND,W,34.25,4,8,0.5,2,5,0.4,0,0,0,0,5,5,3,0,0,1,3,10,7.4,11/13/24
Isaac Okoro,CLE,PHI,W,20.12,3,6,0.5,3,6,0.5,0,0,0,0,2,2,0,2,0,0,3,9,7.4,11/13/24
Ivica Zubac,LAC,HOU,L,27.45,4,8,0.5,0,0,0,0,2,0,2,4,6,1,1,1,0,2,8,7.4,11/13/24
Brandon Ingram,NOP,OKC,L,35.25,7,18,0.389,4,8,0.5,0,0,0,2,4,6,6,1,0,8,2,18,7.2,11/13/24
Trey Murphy,NOP,OKC,L,25.93,4,12,0.333,2,8,0.25,4,4,1,0,2,2,2,0,0,1,3,14,7,11/13/24
Cason Wallace,OKC,NOP,W,27.88,2,7,0.286,1,4,0.25,0,0,0,0,4,4,1,5,0,0,2,5,7,11/13/24
Neemias Queta,BOS,BRK,W,21.27,4,4,1,0,0,0,0,0,0,0,1,1,1,0,1,0,4,8,6.9,11/13/24
Aaron Wiggins,OKC,NOP,W,24.33,4,11,0.364,2,6,0.333,0,0,0,3,2,5,3,0,0,1,2,10,6.9,11/13/24
Kenrich Williams,OKC,NOP,W,14.02,3,3,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,7,6.7,11/13/24
Myles Turner,IND,ORL,L,33.83,4,11,0.364,2,5,0.4,1,2,0.5,0,2,2,1,2,2,1,4,11,6.6,11/13/24
Scoot Henderson,POR,MIN,W,27.17,4,10,0.4,1,3,0.333,2,2,1,0,4,4,5,2,0,5,2,11,6.5,11/13/24
Trey Jemison,NOP,OKC,L,17.7,2,3,0.667,0,0,0,2,4,0.5,4,4,8,2,0,2,3,3,6,6.5,11/13/24
Jarace Walker,IND,ORL,L,22.75,2,5,0.4,0,0,0,0,0,0,0,5,5,2,4,0,1,2,4,6.4,11/13/24
Ryan Dunn,PHO,SAC,L,27.72,4,11,0.364,2,7,0.286,0,2,0,2,1,3,1,1,2,0,4,10,6.3,11/13/24
Wendell Moore,DET,MIL,L,23.02,4,8,0.5,1,2,0.5,0,0,0,2,2,4,0,1,0,1,2,9,6.2,11/13/24
Malaki Branham,SAS,WAS,W,12.7,4,6,0.667,0,1,0,0,0,0,0,1,1,2,0,0,1,0,8,6.1,11/13/24
TyTy Washington,PHO,SAC,L,16,3,6,0.5,2,3,0.667,0,0,0,0,1,1,1,0,0,0,0,8,6,11/13/24
Kris Murray,POR,MIN,W,19.53,3,6,0.5,0,2,0,0,0,0,2,2,4,1,1,0,0,2,6,5.9,11/13/24
Alex Sarr,WAS,SAS,L,25.52,6,14,0.429,0,5,0,0,0,0,1,1,2,2,1,1,2,2,12,5.9,11/13/24
Cameron Johnson,BRK,BOS,L,26.43,4,9,0.444,1,5,0.2,0,0,0,1,3,4,3,0,0,1,3,9,5.8,11/13/24
Jaden McDaniels,MIN,POR,L,33.8,3,9,0.333,0,3,0,1,2,0.5,1,5,6,2,4,0,1,6,7,5.7,11/13/24
Caris LeVert,CLE,PHI,W,24.98,2,8,0.25,1,4,0.25,2,2,1,0,3,3,3,1,1,1,1,7,5.5,11/13/24
Johnny Furphy,IND,ORL,L,8.87,3,6,0.5,0,1,0,1,1,1,2,0,2,0,1,0,1,0,7,5.4,11/13/24
Oso Ighodaro,PHO,SAC,L,14.9,1,2,0.5,0,0,0,2,2,1,0,1,1,0,2,0,0,0,4,5.3,11/13/24
Adem Bona,PHI,CLE,L,17.25,2,3,0.667,0,0,0,0,0,0,3,6,9,0,0,1,1,3,4,5.1,11/13/24
Brandon Boston,NOP,OKC,L,31.3,3,10,0.3,0,2,0,2,2,1,4,6,10,4,2,1,6,3,8,5.1,11/13/24
Noah Clowney,BRK,BOS,L,17.85,3,6,0.5,2,5,0.4,1,2,0.5,0,2,2,2,0,0,1,4,9,5,11/13/24
DeMar DeRozan,SAC,PHO,W,17.43,1,2,0.5,0,0,0,0,0,0,1,4,5,3,1,2,2,1,2,5,11/13/24
Jett Howard,ORL,IND,W,13.75,2,3,0.667,2,3,0.667,0,0,0,0,0,0,2,0,1,1,2,6,5,11/13/24
Delon Wright,MIL,DET,W,26.98,0,4,0,0,2,0,0,0,0,1,3,4,8,2,0,1,1,0,5,11/13/24
Keon Ellis,SAC,PHO,W,25.55,4,5,0.8,1,1,1,0,0,0,0,2,2,0,0,2,3,3,9,4.9,11/13/24
Tristan Da Silva,ORL,IND,W,20.63,1,6,0.167,0,2,0,1,2,0.5,4,5,9,3,0,0,0,1,3,4.8,11/13/24
Cam Reddish,LAL,MEM,W,22.53,1,1,1,1,1,1,1,4,0.25,1,1,2,0,2,1,1,1,4,4.8,11/13/24
Bol Bol,PHO,SAC,L,5.78,1,2,0.5,0,0,0,3,3,1,1,0,1,0,0,0,0,0,5,4.7,11/13/24
Carlton Carrington,WAS,SAS,L,29.52,5,11,0.455,3,8,0.375,0,0,0,0,5,5,5,0,0,6,4,13,4.7,11/13/24
Josh Giddey,CHI,NYK,W,28.13,2,7,0.286,1,3,0.333,0,0,0,1,1,2,6,1,0,2,1,5,4.7,11/13/24
Alex Len,SAC,PHO,W,4.77,2,2,1,0,0,0,0,0,0,1,1,2,1,0,0,0,1,4,4.7,11/13/24
Eric Gordon,PHI,CLE,L,11.83,2,4,0.5,1,2,0.5,2,2,1,0,2,2,0,1,0,2,0,7,4.6,11/13/24
Ty Jerome,CLE,PHI,W,13.45,3,4,0.75,2,2,1,0,0,0,0,0,0,2,0,0,2,3,8,4.6,11/13/24
Jordan Miller,LAC,HOU,L,12,3,8,0.375,1,3,0.333,1,1,1,2,1,3,1,0,0,1,1,8,4.6,11/13/24
Dean Wade,CLE,PHI,W,20,2,5,0.4,2,5,0.4,0,0,0,2,0,2,1,0,0,0,2,6,4.6,11/13/24
Georges Niang,CLE,PHI,W,15.88,3,8,0.375,2,6,0.333,0,0,0,0,1,1,0,1,0,0,1,8,4.5,11/13/24
Ben Sheppard,IND,ORL,L,25.75,2,6,0.333,1,2,0.5,0,0,0,1,2,3,1,1,1,0,2,5,4.5,11/13/24
Jaylen Wells,MEM,LAL,L,27.27,4,8,0.5,0,3,0,1,1,1,0,3,3,2,0,0,2,2,9,4.5,11/13/24
Kobe Brown,LAC,HOU,L,8.08,2,5,0.4,0,2,0,0,0,0,2,3,5,1,0,0,0,0,4,4.3,11/13/24
Jusuf Nurkić,PHO,SAC,L,21.6,1,7,0.143,0,3,0,1,2,0.5,5,6,11,1,3,0,2,2,3,4.3,11/13/24
Julian Phillips,CHI,NYK,W,10.87,2,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,5,4.3,11/13/24
Tyrese Haliburton,IND,ORL,L,39.57,3,14,0.214,2,8,0.25,1,1,1,0,1,1,11,0,0,4,1,9,4,11/13/24
Colby Jones,SAC,PHO,W,2.9,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5,4,11/13/24
Antonio Reeves,NOP,OKC,L,8.05,3,5,0.6,0,2,0,0,0,0,0,1,1,0,0,0,0,0,6,4,11/13/24
Jay Huff,MEM,LAL,L,12.85,3,8,0.375,0,4,0,0,2,0,1,2,3,0,1,1,0,0,6,3.8,11/13/24
Isaac Jones,SAC,PHO,W,2.9,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,3.7,11/13/24
Jaylen Nowell,NOP,OKC,L,25.83,4,11,0.364,0,5,0,0,2,0,2,4,6,1,0,1,1,1,8,3.7,11/13/24
Deni Avdija,POR,MIN,W,18.4,1,5,0.2,1,2,0.5,4,4,1,0,6,6,1,1,0,3,2,7,3.6,11/13/24
Matas Buzelis,CHI,NYK,W,12.12,1,6,0.167,0,3,0,2,2,1,0,4,4,0,0,3,0,0,4,3.5,11/13/24
Amir Coffey,LAC,HOU,L,25.78,2,8,0.25,1,3,0.333,2,2,1,1,1,2,1,0,0,0,1,7,3.5,11/13/24
Pat Connaughton,MIL,DET,W,23.7,2,7,0.286,2,5,0.4,0,0,0,1,2,3,2,0,1,2,0,6,3.3,11/13/24
Bones Hyland,LAC,HOU,L,5.32,1,4,0.25,1,2,0.5,2,2,1,1,0,1,0,0,0,0,0,5,3.3,11/13/24
Jabari Smith,HOU,LAC,W,20.58,1,6,0.167,1,4,0.25,2,2,1,3,1,4,1,0,0,1,0,5,3.3,11/13/24
Dalen Terry,CHI,NYK,W,10.38,1,1,1,1,1,1,1,2,0.5,0,1,1,1,0,0,1,0,4,3.3,11/13/24
Jordan Walsh,BOS,BRK,W,1.73,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,3,3.3,11/13/24
D'Angelo Russell,LAL,MEM,W,20.4,3,9,0.333,2,6,0.333,0,0,0,0,2,2,2,0,0,1,2,8,3.1,11/13/24
Jerami Grant,POR,MIN,W,35.38,3,12,0.25,2,4,0.5,0,0,0,0,3,3,2,1,1,1,2,8,3,11/13/24
Craig Porter,CLE,PHI,W,10.52,1,1,1,0,0,0,1,2,0.5,0,1,1,2,0,0,1,0,3,3,11/13/24
Obi Toppin,IND,ORL,L,18.63,1,4,0.25,0,3,0,0,0,0,1,2,3,2,0,2,0,2,2,2.9,11/13/24
Nic Claxton,BRK,BOS,L,24.15,1,3,0.333,0,0,0,1,1,1,0,5,5,2,0,0,1,1,3,2.8,11/13/24
Jericho Sims,NYK,CHI,L,8.93,0,0,0,0,0,0,0,0,0,2,1,3,3,0,0,1,0,0,2.8,11/13/24
Adam Flagler,OKC,NOP,W,3.28,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2.7,11/13/24
Derrick White,BOS,BRK,W,22.02,3,11,0.273,3,9,0.333,0,0,0,2,0,2,3,0,1,3,3,9,2.5,11/13/24
Andre Jackson,MIL,DET,W,30.52,2,4,0.5,0,1,0,0,0,0,0,2,2,2,1,0,1,4,4,2.4,11/13/24
Mason Jones,SAC,PHO,W,2.9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2.4,11/13/24
Norman Powell,LAC,HOU,L,33.42,5,18,0.278,2,6,0.333,1,1,1,0,5,5,3,1,0,3,4,13,2.4,11/13/24
Christian Koloko,LAL,MEM,W,12.72,2,2,1,0,0,0,0,0,0,0,1,1,0,1,0,2,1,4,2.3,11/13/24
Reed Sheppard,HOU,LAC,W,11.37,1,4,0.25,0,3,0,0,0,0,0,2,2,2,1,0,0,1,2,2.2,11/13/24
Kyle Kuzma,WAS,SAS,L,25.3,4,9,0.444,2,6,0.333,0,0,0,1,5,6,2,0,1,6,4,10,2,11/13/24
T.J. McConnell,IND,ORL,L,14.9,2,9,0.222,0,0,0,0,0,0,1,5,6,3,1,1,2,2,4,1.7,11/13/24
Nicolas Batum,LAC,HOU,L,14.28,1,4,0.25,1,4,0.25,0,0,0,0,1,1,1,0,0,0,0,3,1.6,11/13/24
John Konchar,MEM,LAL,L,10.63,0,1,0,0,1,0,0,0,0,1,2,3,2,0,0,0,1,0,1.6,11/13/24
Tyrese Martin,BRK,BOS,L,17.12,2,6,0.333,2,5,0.4,0,0,0,0,0,0,0,0,0,1,0,6,1.6,11/13/24
Moritz Wagner,ORL,IND,W,17.5,4,7,0.571,2,4,0.5,0,0,0,1,1,2,0,0,0,5,3,10,1.5,11/13/24
Jeremiah Robinson-Earl,NOP,OKC,L,24.02,1,7,0.143,1,5,0.2,2,2,1,3,3,6,1,0,0,2,2,5,1.4,11/13/24
Damion Lee,PHO,SAC,L,10.97,1,4,0.25,0,2,0,2,2,1,0,0,0,1,0,0,1,0,4,1.3,11/13/24
Royce O'Neale,PHO,SAC,L,21.92,2,12,0.167,1,6,0.167,0,0,0,1,4,5,4,1,0,1,2,5,1.3,11/13/24
Cole Anthony,ORL,IND,W,4.58,1,4,0.25,0,1,0,0,0,0,0,2,2,1,0,0,0,0,2,0.9,11/13/24
Drew Peterson,BOS,BRK,W,1.73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7,11/13/24
Jeff Dowtin,PHI,CLE,L,3.57,0,2,0,0,2,0,0,0,0,1,1,2,1,0,0,0,0,0,0.3,11/13/24
Miles McBride,NYK,CHI,L,23.2,1,4,0.25,0,2,0,0,0,0,0,1,1,2,0,0,1,0,2,0.3,11/13/24
Josh Minott,MIN,POR,L,3.98,1,2,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0.2,11/13/24
Justin Champagnie,WAS,SAS,L,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/13/24
Malevy Leons,OKC,NOP,W,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/13/24
Xavier Tillman,BOS,BRK,W,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/13/24
Jalen Suggs,ORL,IND,W,37.62,2,15,0.133,2,11,0.182,2,2,1,1,1,2,3,2,2,4,3,8,-0.4,11/13/24
Dillon Jones,OKC,NOP,W,8.05,1,4,0.25,0,2,0,0,0,0,0,1,1,0,0,0,0,1,2,-0.5,11/13/24
Doug McDermott,SAC,PHO,W,15.2,0,4,0,0,3,0,0,0,0,0,3,3,1,0,1,0,0,0,-0.5,11/13/24
Ousmane Dieng,OKC,NOP,W,15.55,1,4,0.25,0,1,0,0,0,0,1,0,1,0,0,1,0,4,2,-0.6,11/13/24
Enrique Freeman,IND,ORL,L,2.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,11/13/24
Matt Ryan,NYK,CHI,L,5.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,11/13/24
A.J. Green,MIL,DET,W,20.78,1,5,0.2,1,4,0.25,0,0,0,0,2,2,1,0,0,2,0,3,-0.8,11/13/24
Duop Reath,POR,MIN,W,7.58,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-0.8,11/13/24
Kyle Lowry,PHI,CLE,L,17.43,0,6,0,0,4,0,0,0,0,1,1,2,3,1,0,0,2,0,-0.9,11/13/24
Rob Dillingham,MIN,POR,L,9.38,1,2,0.5,1,2,0.5,0,0,0,0,0,0,0,0,0,3,0,3,-1,11/13/24
Rayan Rupert,POR,MIN,W,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,11/13/24
Paul Reed,DET,MIL,L,6.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1.2,11/13/24
Jalen Bridges,PHO,SAC,L,5.78,0,2,0,0,2,0,1,2,0.5,0,1,1,0,0,0,1,0,1,-1.5,11/13/24
Jabari Walker,POR,MIN,W,2.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,-1.5,11/13/24
Donte DiVincenzo,MIN,POR,L,21.97,1,10,0.1,0,6,0,0,0,0,0,3,3,3,0,0,0,0,2,-1.6,11/13/24
Kevin Porter,LAC,HOU,L,5.78,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,-1.9,11/13/24
Isaiah Joe,OKC,NOP,W,21.73,0,5,0,0,5,0,0,0,0,0,3,3,0,1,0,0,1,0,-2,11/13/24
Ricky Council,PHI,CLE,L,11,0,4,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,-2.1,11/13/24
Javonte Green,NOP,OKC,L,26.47,1,10,0.1,0,4,0,0,2,0,1,4,5,2,0,0,0,0,2,-2.1,11/13/24
Jalen Smith,CHI,NYK,W,13.55,0,2,0,0,2,0,0,0,0,0,4,4,1,0,0,2,2,0,-2.3,11/13/24
Mason Plumlee,PHO,SAC,L,11.5,0,3,0,0,0,0,1,2,0.5,0,4,4,0,0,0,2,2,1,-3.1,11/13/24
KJ Martin,PHI,CLE,L,15.43,0,3,0,0,2,0,0,0,0,0,1,1,0,0,0,1,4,0,-4.4,11/13/24
Gabe Vincent,LAL,MEM,W,12.62,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,-5,11/13/24
Luka Dončić,DAL,UTA,L,38.07,13,25,0.52,4,13,0.308,7,7,1,1,6,7,9,1,0,3,0,37,31.5,11/14/24
John Collins,UTA,DAL,W,35.5,10,20,0.5,1,3,0.333,7,7,1,6,3,9,3,2,0,4,2,28,22.4,11/14/24
Naji Marshall,DAL,UTA,L,33.92,9,14,0.643,0,2,0,1,1,1,2,0,2,4,3,0,3,2,19,16.2,11/14/24
Jordan Clarkson,UTA,DAL,W,30.25,7,16,0.438,3,9,0.333,3,3,1,2,2,4,4,0,0,0,1,20,16,11/14/24
Quentin Grimes,DAL,UTA,L,36.03,5,9,0.556,3,7,0.429,2,3,0.667,0,4,4,5,1,0,1,4,15,13.4,11/14/24
Collin Sexton,UTA,DAL,W,31.08,7,12,0.583,2,5,0.4,0,0,0,2,3,5,3,1,0,2,3,16,12.6,11/14/24
Kyle Filipowski,UTA,DAL,W,29.83,6,8,0.75,1,1,1,1,4,0.25,3,4,7,2,1,0,2,2,14,12.5,11/14/24
Keyonte George,UTA,DAL,W,31.03,5,10,0.5,4,7,0.571,0,0,0,0,0,0,6,2,0,3,2,14,11.4,11/14/24
Daniel Gafford,DAL,UTA,L,18.98,4,7,0.571,0,0,0,2,4,0.5,4,1,5,0,0,2,0,1,10,10,11/14/24
Lauri Markkanen,UTA,DAL,W,24.45,4,8,0.5,2,5,0.4,3,3,1,1,4,5,2,0,0,1,4,13,9.7,11/14/24
Klay Thompson,DAL,UTA,L,28.1,6,17,0.353,5,13,0.385,0,0,0,0,3,3,2,0,1,3,0,17,7.5,11/14/24
Drew Eubanks,UTA,DAL,W,17.05,2,3,0.667,0,0,0,1,2,0.5,1,4,5,1,1,1,0,1,5,7.2,11/14/24
Dereck Lively,DAL,UTA,L,17.48,2,2,1,0,0,0,1,2,0.5,1,1,2,0,1,4,1,5,5,5.8,11/14/24
Jaden Hardy,DAL,UTA,L,22.08,3,6,0.5,0,2,0,1,1,1,1,1,2,1,3,0,3,2,7,4.9,11/14/24
Dwight Powell,DAL,UTA,L,12.72,0,1,0,0,0,0,0,0,0,2,1,3,3,0,2,1,2,0,2.7,11/14/24
Cody Williams,UTA,DAL,W,15.48,1,3,0.333,0,1,0,1,2,0.5,0,3,3,2,0,0,1,2,3,1.4,11/14/24
Maxi Kleber,DAL,UTA,L,16.78,1,2,0.5,0,1,0,1,2,0.5,0,0,0,0,0,0,0,2,3,0.8,11/14/24
Isaiah Collier,UTA,DAL,W,18.4,1,2,0.5,0,1,0,0,0,0,1,1,2,1,3,1,5,2,2,0.6,11/14/24
Spencer Dinwiddie,DAL,UTA,L,15.83,0,2,0,0,1,0,0,0,0,0,2,2,1,2,1,2,0,0,0.6,11/14/24
Johnny Juzang,UTA,DAL,W,6.92,0,3,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,-0.8,11/14/24
De'Aaron Fox,SAC,MIN,L,44.48,22,35,0.629,6,10,0.6,10,11,0.909,2,1,3,7,3,1,6,3,60,47,11/15/24
Anthony Davis,LAL,SAS,W,36.17,14,26,0.538,2,4,0.5,10,12,0.833,5,7,12,2,1,2,2,1,40,33.6,11/15/24
Cam Thomas,BRK,NYK,L,38.72,16,22,0.727,7,10,0.7,4,6,0.667,0,2,2,3,1,1,4,2,43,32.8,11/15/24
Bam Adebayo,MIA,IND,W,38.75,10,17,0.588,2,3,0.667,8,9,0.889,1,10,11,7,5,0,2,2,30,32.5,11/15/24
Donovan Mitchell,CLE,CHI,W,34.1,12,23,0.522,7,13,0.538,6,7,0.857,0,7,7,4,1,2,1,2,37,30.8,11/15/24
Dyson Daniels,ATL,WAS,W,35.6,10,14,0.714,2,5,0.4,3,3,1,2,2,4,3,6,2,1,1,25,29.3,11/15/24
Jalen Brunson,NYK,BRK,W,34.12,12,20,0.6,3,8,0.375,10,12,0.833,0,3,3,7,0,0,3,4,37,28.2,11/15/24
Franz Wagner,ORL,PHI,W,40.72,10,23,0.435,5,11,0.455,6,6,1,1,10,11,6,2,1,0,4,31,27.9,11/15/24
Jakob Poeltl,TOR,DET,L,35.02,12,20,0.6,0,0,0,1,4,0.25,10,8,18,3,1,3,1,4,25,26.6,11/15/24
Jabari Smith,HOU,LAC,W,35.02,11,17,0.647,5,8,0.625,1,1,1,3,8,11,1,2,0,0,3,28,26.5,11/15/24
Jarrett Allen,CLE,CHI,W,36.55,11,15,0.733,0,0,0,2,2,1,1,9,10,3,3,2,2,0,24,25.8,11/15/24
Jaren Jackson,MEM,GSW,L,32.88,11,20,0.55,0,4,0,10,11,0.909,1,5,6,1,1,2,1,2,32,25.5,11/15/24
Alperen Sengun,HOU,LAC,W,32.98,3,9,0.333,1,3,0.333,9,10,0.9,2,8,10,10,2,2,1,2,16,22.9,11/15/24
Anthony Edwards,MIN,SAC,W,41.93,14,27,0.519,6,14,0.429,2,2,1,1,4,5,2,0,0,2,4,36,22.4,11/15/24
Darius Garland,CLE,CHI,W,34.15,9,18,0.5,4,7,0.571,7,7,1,0,3,3,9,1,0,5,2,29,22.4,11/15/24
Jared McCain,PHI,ORL,L,31.35,10,17,0.588,5,10,0.5,4,4,1,1,0,1,4,0,0,0,6,29,22.2,11/15/24
Victor Wembanyama,SAS,LAL,L,34,12,25,0.48,4,13,0.308,0,0,0,5,9,14,5,1,2,5,2,28,21.6,11/15/24
Brandon Ingram,NOP,DEN,W,36.8,12,26,0.462,3,9,0.333,2,2,1,0,9,9,7,0,1,2,1,29,21.5,11/15/24
Caris LeVert,CLE,CHI,W,26.07,7,10,0.7,4,5,0.8,4,5,0.8,1,2,3,8,0,0,2,2,22,21.5,11/15/24
Domantas Sabonis,SAC,MIN,L,39.65,10,15,0.667,0,3,0,3,3,1,2,10,12,4,0,3,4,1,23,21.4,11/15/24
Alex Sarr,WAS,ATL,L,31.12,7,13,0.538,3,4,0.75,3,4,0.75,4,3,7,2,4,3,2,4,20,20.9,11/15/24
Coby White,CHI,CLE,L,29.88,8,15,0.533,6,11,0.545,7,7,1,0,1,1,3,2,0,4,3,29,20.9,11/15/24
Nikola Vučević,CHI,CLE,L,32.98,11,16,0.688,2,4,0.5,1,1,1,0,8,8,2,0,0,2,1,25,19.6,11/15/24
Patrick Williams,CHI,CLE,L,34.35,5,7,0.714,4,5,0.8,3,4,0.75,1,2,3,9,1,1,3,1,17,19.6,11/15/24
Mikal Bridges,NYK,BRK,W,41.18,9,17,0.529,4,7,0.571,0,0,0,2,3,5,4,1,1,1,0,22,19.5,11/15/24
Jalen Johnson,ATL,WAS,W,34.87,8,15,0.533,1,5,0.2,1,1,1,2,11,13,7,0,4,3,3,18,18.9,11/15/24
Kevin Love,MIA,IND,W,12.28,6,8,0.75,3,4,0.75,0,0,0,1,6,7,2,4,0,0,2,15,18.9,11/15/24
Stephon Castle,SAS,LAL,L,33.13,7,12,0.583,3,4,0.75,5,8,0.625,1,1,2,5,0,0,1,0,22,18.7,11/15/24
RJ Barrett,TOR,DET,L,34.5,6,18,0.333,2,6,0.333,8,9,0.889,3,3,6,7,0,1,1,1,22,18.6,11/15/24
